Cap Fiscal Year,Cap Type,Employer (Petitioner) Name,Industry 1,Industry 2,Occupation 1,Occupation 2,Petitioner City,Petitioner State,Petitioner ZIP Code,Tax ID,Initial Approval (Workers),Continuing Approval (Workers),Total Approval,Initial Denial (Workers),Continuing Denial (Workers),Total Denial,Worksite State,Consular Processed,Hourly Wage
2020,2nd Half,AK ASTUDILLO INC DBA ABEL S LANDSC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Kings Beach,California,96143,6319,15,0,15,0,0,0,California,Yes,$16.00 - $17.99
2020,1st Half,AKORN LANDSCAPE INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Brookline,New Hampshire,3033,3065,5,0,5,0,0,0,New Hampshire,Yes,$14.00 - $15.99
2020,2nd Half,AKORN LANDSCAPE INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Brookline,New Hampshire,3033,3065,7,0,7,0,0,0,New Hampshire,Yes,$18.00 - $19.99
2020,1st Half,AKS SNOCO LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Wellington,Colorado,80549,9351,20,0,20,0,0,0,Colorado,Yes,$16.00 - $17.99
2020,2nd Half,ALAN GOLDBERG RACING STABLE,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Colts Neck,New Jersey,7722,1026,8,0,8,0,0,0,New York,Yes,$14.00 - $15.99
2020,Exempt,ALAN GOLDBERG RACING STABLE,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Colts Neck,New Jersey,7722,1026,0,3,3,0,0,0,Florida,No,$12.00 - $13.99
2020,2nd Half,ALAN HORTICULTURE LLC DBA PINE LAN,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lemont,Illinois,60439,5646,55,0,55,0,0,0,Illinois,Yes,$14.00 - $15.99
2020,Exempt,ALAN MCKINNEY FOOD SVCS LLC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Hughes Springs,Texas,75656,6690,5,0,5,0,0,0,Texas,Yes,$9.99 and under
2020,1st Half,ALAPINE FORESTRY LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Jackson,Alabama,36545,3309,23,0,23,0,0,0,Alabama,Yes,$12.00 - $13.99
2020,Exempt,ALASKA GLACIER SEAFOODS INC,31-33,Manufacturing,51,Production Occupations,Juneau,Alaska,99801,1626,25,0,25,0,0,0,Alaska,Yes,$12.00 - $13.99
2020,1st Half,ALBY S SEAFOOD LLC,31-33,Manufacturing,45,"Farming, Fishing, and Forestry Occupations",Fulton,Texas,78358,6217,45,0,45,0,0,0,Texas,Yes,$10.00 - $11.99
2020,1st Half,ALBY S SEAFOOD LLC,31-33,Manufacturing,51,Production Occupations,Fulton,Texas,78358,6217,20,0,20,0,0,0,Texas,Yes,$9.99 and under
2020,2nd Half,ALCIDES DECK AND FENCE INC,23,Construction,47,Construction and Extraction Occupations,Gaithersburg,Maryland,20879,7309,5,0,5,0,0,0,Maryland,Yes,$16.00 - $17.99
2020,2nd Half,ALEWELT READY MIX INC,48-49,Transportation and Warehousing,53,Transportation and Material Moving Occupations,Alden,Iowa,50006,6242,2,0,2,0,0,0,Iowa,Yes,$18.00 - $19.99
2020,2nd Half,ALEXANDER S PROPERTY MAINTENANCE I,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,9160,29,0,29,0,0,0,Florida,Yes,$12.00 - $13.99
2020,2nd Half,ALFIERI PAINTING & DECORATING INC,23,Construction,47,Construction and Extraction Occupations,Westbury,New York,11590,683,2,0,2,0,0,0,New York,Yes,$20.00 and more
2020,Exempt,ALFONSO GALLEGOS INC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Redwood Valley,California,95470,2645,0,26,26,0,0,0,California,No,$12.00 - $13.99
2020,1st Half,ALFRESCO HOME LLC,42,Wholesale Trade,53,Transportation and Material Moving Occupations,Pottstown,Pennsylvania,19464,299,4,0,4,0,0,0,Pennsylvania,Yes,$14.00 - $15.99
2020,2nd Half,ALHONNA RESORT INC,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Westbury,New York,11590,1426,5,0,5,0,0,0,Missouri,Yes,$10.00 - $11.99
2020,2nd Half,ALL ABOUT IRRIGATION & LANDSCAPE S,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Flowery Branch,Georgia,30542,9187,9,0,9,0,0,0,Georgia,Yes,$14.00 - $15.99
2020,2nd Half,ALL AMERICAN MAINTENANCE INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Colorado Springs,Colorado,80916,2072,40,0,40,0,0,0,Colorado,Yes,$14.00 - $15.99
2020,2nd Half,ALL AROUND AMUSEMENT INC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Lockport,Illinois,60441,6047,30,0,30,0,0,0,Illinois,Yes,$10.00 - $11.99
2020,2nd Half,ALL IN LEASING CO,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Ballwin,Missouri,63022,8789,20,0,20,0,0,0,Missouri,Yes,$14.00 - $15.99
2020,2nd Half,ALL PHASE CONCRETE CONSTRUCTION IN,23,Construction,47,Construction and Extraction Occupations,Englewood,Colorado,80110,9967,40,0,40,0,0,0,Colorado,Yes,$18.00 - $19.99
2020,2nd Half,ALL PHASE LANDSCAPE CONSTRUCTION I,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Aurora,Colorado,80011,8103,80,0,80,0,0,0,Colorado,Yes,$16.00 - $17.99
2020,1st Half,ALL REGIONS SERVICES INC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Bossier City,Louisiana,71113,9644,74,0,74,0,0,0,Louisiana,Yes,$14.00 - $15.99
2020,2nd Half,ALL SEASONS GROUNDS MAINTENANCE IN,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Englishtown,New Jersey,7726,8860,5,0,5,0,0,0,New Jersey,Yes,$16.00 - $17.99
2020,2nd Half,ALL SEASONS HOSPITALITY INC,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Westbury,New York,11590,2897,6,0,6,0,0,0,Massachusetts,Yes,$14.00 - $15.99
2020,1st Half,ALL STAR CONCRETE LLC,23,Construction,47,Construction and Extraction Occupations,Ankeny,Iowa,50023,2373,6,0,6,0,0,0,Iowa,Yes,$14.00 - $15.99
2020,2nd Half,ALL STAR CONCRETE LLC,23,Construction,47,Construction and Extraction Occupations,Ankeny,Iowa,50023,2373,20,0,20,0,0,0,Iowa,Yes,$14.00 - $15.99
2020,2nd Half,ALL STATES LANDSCAPING INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Draper,Utah,84020,101,30,0,30,0,0,0,Utah,Yes,$14.00 - $15.99
2020,2nd Half,ALL TYPE FENCE COMPANY INC,42,Wholesale Trade,47,Construction and Extraction Occupations,Douglassville,Pennsylvania,19518,8509,4,0,4,0,0,0,Pennsylvania,Yes,$18.00 - $19.99
2020,Exempt,ALLEGHENY COUNTRY CLUB,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Westbury,New York,11590,7106,14,0,14,0,0,0,Pennsylvania,No,$14.00 - $15.99
2020,2nd Half,ALLEN OUTDOOR SOLUTIONS INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Saint Louis,Missouri,63119,1174,15,0,15,0,0,0,Missouri,Yes,$14.00 - $15.99
2020,2nd Half,ALLMINE LLC DBA KC LANDSCAPE & IRR,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Arlington,Texas,76011,5129,10,0,10,0,0,0,Texas,Yes,$12.00 - $13.99
2020,2nd Half,ALLSCAPE PROPERTY SVCS LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,2590,7,0,7,0,0,0,Ohio,Yes,$14.00 - $15.99
2020,1st Half,ALMA PLANTATION LLC,31-33,Manufacturing,49,"Installation, Maintenance, and Repair Occupations",Lakeland,Louisiana,70752,6840,11,0,11,0,0,0,Louisiana,Yes,$12.00 - $13.99
2020,1st Half,ALMA PLANTATION LLC,31-33,Manufacturing,51,Production Occupations,Lakeland,Louisiana,70752,6840,3,0,3,0,0,0,Louisiana,Yes,$12.00 - $13.99
2020,Exempt,ALMA PLANTATION LLC,31-33,Manufacturing,49,"Installation, Maintenance, and Repair Occupations",Lakeland,Louisiana,70752,6840,0,16,16,0,0,0,Louisiana,No,$12.00 - $13.99
2020,1st Half,ALOHA POOLS OF JACKSON LLC,23,Construction,47,Construction and Extraction Occupations,Jackson,Tennessee,38305,9185,19,0,19,0,0,0,Tennessee,Yes,$14.00 - $15.99
2020,2nd Half,ALOHA RANCH INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Oroville,California,95965,7810,8,0,8,0,0,0,California,Yes,$12.00 - $13.99
2020,1st Half,ALOMA LAND & FOREST LLC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Oakley,Idaho,83346,6501,21,0,21,0,0,0,Texas,Yes,$12.00 - $13.99
2020,Exempt,ALOMA LAND & FOREST LLC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Oakley,Idaho,83346,6501,0,9,9,0,0,0,Texas,No,$12.00 - $13.99
2020,1st Half,ALPHA CONSOLIDATED CONTRACTING SER,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Tallahassee,Florida,32309,2837,31,0,31,0,0,0,Minnesota,No,$12.00 - $13.99
2020,Exempt,ALPHA LANDSCAPE CONTRACTORS INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,8459,20,0,20,0,0,0,Maryland,Yes,$16.00 - $17.99
2020,1st Half,ALPHA LANDSCAPE CONTRACTORS INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,8459,20,0,20,0,0,0,Maryland,Yes,$14.00 - $15.99
2020,1st Half,ALPHA SERVICES LLC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Coeur D Alene,Idaho,83814,4879,545,0,545,0,0,0,Mississippi,Yes,$10.00 - $11.99
2020,Exempt,ALPHA SERVICES LLC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Coeur D Alene,Idaho,83814,4879,0,334,334,0,0,0,Idaho,No,$12.00 - $13.99
2020,Exempt,ALPHA SERVICES LLC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Coeur D Alene,Idaho,83814,4879,0,59,59,0,0,0,Oregon,No,$20.00 and more
2020,2nd Half,ALPHA VESSELCO LLC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Moss Point,Mississippi,39563,3241,27,0,27,0,0,0,Louisiana,Yes,$14.00 - $15.99
2020,2nd Half,ALPINE AMUSEMENT COMPANY INC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Naperville,Illinois,60564,8574,14,0,14,0,0,0,Wisconsin,Yes,$10.00 - $11.99
2020,Exempt,ALPINE CLEANING & RESTORATION,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,North Salt Lake,Utah,84054,6796,0,71,71,0,0,0,Utah,No,$12.00 - $13.99
2020,Exempt,ALPINE CLEANING & RESTORATION,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,North Salt Lake,Utah,84054,6796,0,12,12,0,0,0,Utah,Yes,$12.00 - $13.99
2020,1st Half,ALPINE CLEANING & RESTORATION,23,Construction,37,Building and Grounds Cleaning and Maintenance Occupations,Smithfield,Utah,84335,6796,100,0,100,0,0,0,Utah,Yes,$10.00 - $11.99
2020,Exempt,ALPINE COUNTRY CLUB,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Demarest,New Jersey,7627,6768,0,0,0,3,0,3,New Jersey,No,$14.00 - $15.99
2020,Exempt,ALPINE COUNTRY CLUB,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Demarest,New Jersey,7627,6768,1,0,1,0,0,0,New Jersey,No,$16.00 - $17.99
2020,Exempt,ALPINE COUNTRY CLUB,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Demarest,New Jersey,7627,6768,1,0,1,0,0,0,New Jersey,No,$20.00 and more
2020,2nd Half,ALS COMPLETE LAWN CARE LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lexington,Kentucky,40511,3135,70,0,70,0,0,0,Kentucky,Yes,$12.00 - $13.99
2020,2nd Half,ALSTEDE FARMS LLC DBA ALSTEDE FARM,11,"Agriculture, Forestry, Fishing and Hunting",37,Building and Grounds Cleaning and Maintenance Occupations,Chester,New Jersey,7930,1737,5,0,5,0,0,0,New Jersey,Yes,$16.00 - $17.99
2020,2nd Half,ALSTEDE FARMS LLC DBA ALSTEDE FARM,11,"Agriculture, Forestry, Fishing and Hunting",39,Personal Care and Service Occupations,Chester,New Jersey,7930,1737,10,0,10,0,0,0,New Jersey,Yes,$12.00 - $13.99
2020,Exempt,ALTO LAKES GOLF & COUNTRY CLUB INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Westbury,New York,11590,3212,6,0,6,0,0,0,New Mexico,No,$14.00 - $15.99
2020,Exempt,ALTO LAKES GOLF & COUNTRY CLUB INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Westbury,New York,11590,3212,20,0,20,0,0,0,New Mexico,No,$9.99 and under
2020,Exempt,ALTO LAKES GOLF & COUNTRY CLUB INC,71,"Arts, Entertainment, and Recreation",37,Building and Grounds Cleaning and Maintenance Occupations,Westbury,New York,11590,3212,4,0,4,0,0,0,New Mexico,No,$12.00 - $13.99
2020,Exempt,ALTO LAKES GOLF & COUNTRY CLUB INC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Westbury,New York,11590,3212,8,0,8,0,0,0,New Mexico,No,$14.00 - $15.99
2020,2nd Half,ALTRA INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Elkton,Maryland,21921,387,25,0,25,0,0,0,Maryland,Yes,$14.00 - $15.99
2020,2nd Half,ALVAREZ ENVIRONMENTAL LLC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Coeur D Alene,Idaho,83815,9646,41,0,41,0,0,0,Idaho,Yes,$12.00 - $13.99
2020,Exempt,ALVAREZ ENVIRONMENTAL LLC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Coeur D Alene,Idaho,83815,9646,0,6,6,0,0,0,Idaho,No,$12.00 - $13.99
2020,2nd Half,ALWAYS CLEAN LAWN CARE LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Montreal,Missouri,65591,4494,6,0,6,0,0,0,Missouri,Yes,$12.00 - $13.99
2020,Exempt,ALYESKA SEAFOODS INC,31-33,Manufacturing,51,Production Occupations,Bellevue,Washington,98004,1845,0,17,17,0,0,0,Alaska,No,$10.00 - $11.99
2020,2nd Half,AMATOS NURSERY & LANDSCAPE CO INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Monmouth Junction,New Jersey,8852,7100,9,0,9,0,0,0,New Jersey,Yes,$16.00 - $17.99
2020,2nd Half,AMBERSCAPES INC DBA R L SHELLEY S,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,El Campo,Texas,77437,6740,15,0,15,0,0,0,Texas,Yes,$12.00 - $13.99
2020,2nd Half,AMC NURSERY & LANDSCAPING INC,11,"Agriculture, Forestry, Fishing and Hunting",37,Building and Grounds Cleaning and Maintenance Occupations,Souderton,Pennsylvania,18964,1578,10,0,10,0,0,0,Pennsylvania,Yes,$14.00 - $15.99
2020,2nd Half,AMERICAN LANDSCAPE MAINTENANCE CO,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Parker,Colorado,80134,6088,21,0,21,0,0,0,Colorado,Yes,$16.00 - $17.99
2020,2nd Half,AMERICAN LANDSCAPE SYSTEMS INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lewisville,Texas,75067,9864,60,0,60,0,0,0,Texas,Yes,$12.00 - $13.99
2020,2nd Half,AMERICAN POOL ENTERPRISES INC,71,"Arts, Entertainment, and Recreation",37,Building and Grounds Cleaning and Maintenance Occupations,Owings Mills,Maryland,21117,7108,20,0,20,0,0,0,Massachusetts,Yes,$16.00 - $17.99
2020,2nd Half,AMERICAN POOL ENTERPRISES INC,71,"Arts, Entertainment, and Recreation",37,Building and Grounds Cleaning and Maintenance Occupations,Owings Mills,Maryland,21117,7108,85,0,85,0,0,0,Virginia,Yes,$14.00 - $15.99
2020,2nd Half,AMERICAN PRIDE LAWN & LANDSCAPING,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,4050,12,0,12,0,0,0,Ohio,Yes,$14.00 - $15.99
2020,2nd Half,AMERICAN WHITEWATER EXPEDITIONS IN,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Coloma,California,95613,2758,14,0,14,0,0,0,California,Yes,$20.00 and more
2020,2nd Half,AMERICAS CATCH INC,31-33,Manufacturing,51,Production Occupations,Greenwood,Mississippi,38930,8842,30,0,30,0,0,0,Mississippi,Yes,$10.00 - $11.99
2020,2nd Half,AMERISCAPE INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,New Albany,Ohio,43054,8675,25,0,25,0,0,0,Ohio,Yes,$14.00 - $15.99
2020,2nd Half,AMERISTAR CASINO BLACK HAWK INC D/,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Black Hawk,Colorado,80422,693,5,0,5,0,0,0,Colorado,Yes,$12.00 - $13.99
2020,2nd Half,AMERISTAR CASINO BLACK HAWK INC D/,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Black Hawk,Colorado,80422,693,5,0,5,0,0,0,Colorado,Yes,$14.00 - $15.99
2020,Exempt,AMERISTAR CASINO BLACK HAWK INC D/,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Black Hawk,Colorado,80422,693,0,15,15,0,0,0,Colorado,No,$12.00 - $13.99
2020,Exempt,AMERISTAR CASINO BLACK HAWK INC D/,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Black Hawk,Colorado,80422,693,20,0,20,0,0,0,Colorado,Yes,$12.00 - $13.99
2020,1st Half,AMIGO FORESTRY SERVICE INC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Russellville,Arkansas,72802,2617,25,0,25,0,0,0,Mississippi,Yes,$14.00 - $15.99
2020,1st Half,AMIGO FORESTRY SERVICE INC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Russellville,Arkansas,72802,2617,104,0,104,0,0,0,Mississippi,Yes,$9.99 and under
2020,2nd Half,AMOUR LANDSCAPING,56,Administrative and Waste Services,47,Construction and Extraction Occupations,Howell,Michigan,48843,9876,8,0,8,0,0,0,Michigan,Yes,$16.00 - $17.99
2020,2nd Half,ANCHORAGE MOTOR INN OF OGUNQUIT IN,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Ogunquit,Maine,3907,9072,16,0,16,0,0,0,Maine,Yes,$12.00 - $13.99
2020,Exempt,ANCHORAGE MOTOR INN OF OGUNQUIT IN,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Ogunquit,Maine,3907,9072,7,0,7,0,0,0,Maine,No,$12.00 - $13.99
2020,Exempt,ANCHORAGE MOTOR INN OF OGUNQUIT IN,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Ogunquit,Maine,3907,9072,23,0,23,0,0,0,Maine,No,$12.00 - $13.99
2020,Exempt,ANCHORAGE MOTOR INN OF YORK INC,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,York Beach,Maine,3910,8443,2,0,2,0,0,0,Maine,No,$12.00 - $13.99
2020,2nd Half,ANCHORED CONSTRUCTION INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Colorado Springs,Colorado,80905,8328,10,0,10,0,0,0,Colorado,Yes,$14.00 - $15.99
2020,2nd Half,ANDERSON CONTRACTORS LLC,23,Construction,37,Building and Grounds Cleaning and Maintenance Occupations,Burlington,Kentucky,41005,1045,6,0,6,0,0,0,Kentucky,Yes,$14.00 - $15.99
2020,2nd Half,ANDERSON LAWN & LANDSCAPE,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Valdosta,Georgia,31606,26,9,0,9,0,0,0,Texas,Yes,$12.00 - $13.99
2020,1st Half,ANDRE ORAN LEGER INC DBA CHEZ FRAN,31-33,Manufacturing,51,Production Occupations,Lafayette,Louisiana,70501,3479,60,0,60,0,0,0,Louisiana,Yes,$9.99 and under
2020,2nd Half,ANDREW ZEMAS LANDSCAPING INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,9756,4,0,4,0,0,0,New York,Yes,$16.00 - $17.99
2020,2nd Half,ANDREWS LAWN AND LANDSCAPING LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,West Chester,Pennsylvania,19380,1904,15,0,15,0,0,0,Pennsylvania,Yes,$14.00 - $15.99
2020,1st Half,ANGEL MONTANO RACING STABLE,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Fairdale,Kentucky,40118,1919,2,0,2,0,0,0,Louisiana,Yes,$10.00 - $11.99
2020,1st Half,ANGELAS INTERNATIONAL LLC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Duanesburg,New York,12056,4839,7,0,7,0,0,0,Florida,Yes,$9.99 and under
